11.99468053,0.23684214
13.59042089,0.285087848
14.78723124,0.333333054
16.38298175,0.385964994
17.44680527,0.429824638
18.64361562,0.486841806
19.97340264,0.539473746
21.17021298,0.605263211
22.36702333,0.671052676
23.29787018,0.723684281
24.49468053,0.780701784
25.42552738,0.842105184
26.7553144,0.916666611
28.08510142,0.973684114
29.68085193,1.008771962
31.40956896,0.969298216
32.20743915,0.899122854
32.60637931,0.837719287
32.73935598,0.75
33.00531947,0.679824638
33.13829615,0.596490914
33.40424949,0.51315786
33.53722616,0.434210535
33.80318965,0.350877313
33.67021298,0.26754359
33.80318965,0.184210535
33.80318965,0.109649275
13.59042089,0.285087848
33.93616633,0.035087848
