10.79787018,0.192182455
12.26063387,0.214983534
13.45744422,0.244299792
15.1861714,0.289902323
16.24999493,0.322475612
17.44680527,0.368078266
18.37766227,0.410423269
19.4414858,0.452768768
20.77127282,0.508143384
21.70212982,0.560260597
22.63297667,0.615635214
23.82978702,0.674267109
25.02659736,0.732899129
25.95744422,0.794788304
26.7553144,0.843648237
27.6861714,0.902280133
28.48404158,0.947882787
29.28191176,0.983713355
30.74467545,1.019544048
31.9414858,0.980456076
32.60637931,0.918566777
33.13829615,0.85016292
33.00531947,0.798045707
33.40424949,0.729641725
33.40424949,0.657980465
33.53722616,0.579804645
33.67021298,0.517915346
33.93616633,0.439739527
33.80318965,0.374592949
33.80318965,0.312703401
33.93616633,0.244299792
33.93616633,0.188925176
33.93616633,0.130293281
33.93616633,0.081433347
33.93616633,0.032573413
33.93616633,0.003257279
